title,steam_url,tags,description
Nubby's Number Factory,https://store.steampowered.com/app/3191030/Nubbys_Number_Factory/?snr=1_7_7_240_150_8,"Roguelike, Strategy, Arcade, Surreal, Singleplayer, Psychological Horror, Stylized, Deckbuilding, Indie, 2D, Retro, Addictive, Satire, Mouse Only, Roguelite, Gambling, Casual, 1990's, Horror, Hentai","A plinko-style roguelike where you work at a number factory. Launch your spherical friend, Nubby, down a pegboard to make bigger and bigger numbers! But beware, if you fail to meet your number quota, the sun will explode."
Secret Neighbor: Hello Neighbor Multiplayer,https://store.steampowered.com/app/859570/Secret_Neighbor_Hello_Neighbor_Multiplayer/?snr=1_7_7_240_150_8,"Multiplayer, Horror, Online Co-Op, PvP, Co-op, Cartoony, Survival Horror, First-Person, Stealth, Adventure, Family Friendly, Mystery, Colorful, Funny, Action, Indie, Puzzle, Thriller, Casual, Comedy",Hello Neighbor Multiplayer. Secret Neighbor is a Multiplayer Social Horror Game where a group of intruders try to rescue their friend from the Neighbor's creepy basement. Only problem is one of the intruders is the Neighbor in disguise.
UMIGARI | ウミガリ,https://store.steampowered.com/app/3772960/UMIGARI/?snr=1_7_7_240_150_8,"Fishing, Exploration, Horror, Hunting, Sailing, Lovecraftian, Survival Horror, FPS, First-Person, 3D, Inventory Management, Mythology, Immersive Sim, Psychological Horror, Shooter, Surreal, Nonlinear, Open World, Post-apocalyptic, Story Rich","UMIGARI is a first-person harpoon fishing game set in the foggy waters off the coast of Japan. Hunt fish with your harpoon, sell your catch, buy fuel, and upgrade your gear. Alone at sea, the more you explore, the stranger the fish become."
Summer’s Heartbeat,https://store.steampowered.com/app/4179020/Summers_Heartbeat/?snr=1_7_7_240_150_8,"Romance, Choose Your Own Adventure, Sexual Content, Dating Sim, FMV, Immersive Sim, RPG, Visual Novel, Interactive Fiction, Simulation, First-Person, Adventure, Horror, Female Protagonist, Relaxing, Multiple Endings, Choices Matter, Nudity, Story Rich, Emotional","Village romance hotter than summer's heat! Drowning in debt, you escape to the countryside only to meet the loan shark noona, your first love, and the tsundere village princess! This summer, your heart’s melting faster than ice cream. Who’s going to set your world on fire?"
We Were Here Too,https://store.steampowered.com/app/677160/We_Were_Here_Too/?snr=1_7_7_240_150_8,"Online Co-Op, Escape Room, Puzzle, Co-op, Horror, Multiplayer, Investigation, Action-Adventure, First-Person, Atmospheric, Adventure, Multiple Endings, Co-op Campaign, Mystery, Psychological Horror, Linear, Casual, Dark, Immersive, Indie","As your final hour approaches, a large structure looms up in the distance, towering above the relentless storm. Discover the truth behind this dark castle in a communication-based, cooperative puzzle adventure."
Unknown,https://store.steampowered.com/app/265550/Dead_Rising_3_Apocalypse_Edition/?snr=1_7_7_240_150_8,Gore,No description
Unknown,https://store.steampowered.com/app/1016800/Chernobylite_Complete_Edition/?snr=1_7_7_240_150_8,,No description
Lorelei and the Laser Eyes,https://store.steampowered.com/app/2008920/Lorelei_and_the_Laser_Eyes/?snr=1_7_7_240_150_8,"Puzzle, Adventure, Exploration, Action, Horror, Mystery, Stylized, Action-Adventure, Indie, 3D, Psychological, Dark Fantasy, Story Rich, Female Protagonist, Singleplayer, Noir","The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers."
Empire of the Ants,https://store.steampowered.com/app/2287330/Empire_of_the_Ants/?snr=1_7_7_240_150_8,"Wargame, Real Time Tactics, Sandbox, PvE, PvP, RTS, Grand Strategy, RPG, Strategy, Third Person, 3D, Horror, Narration, Story Rich, Realistic, Tactical, Nature, Survival, War, Resource Management","Conquer enemy nests and lead your colony through the perils of the forest in this groundbreaking RTS. Empire of the Ants is a photorealistic, third-person real-time strategy game where you command your insect legions in epic battles."
KILL IT WITH FIRE! 2,https://store.steampowered.com/app/2357000/KILL_IT_WITH_FIRE_2/?snr=1_7_7_240_150_9,"Online Co-Op, Sci-fi, Co-op, Multiplayer, Comedy, 3D, Physics, Casual, Funny, Horror, Action-Adventure, Adventure, Action, Simulation, Exploration, PvE, First-Person, Singleplayer, Dark Humor, Family Friendly","KILL IT WITH FIRE! 2 is the ultimate co-op spider-hunting experience! Either solo or as a team of Exterminators, unleash an arsenal of crazy weapons, wreak havoc, and complete dozens of challenges across seven dimensions under spider siege."
Killer Frequency,https://store.steampowered.com/app/1903620/Killer_Frequency/?snr=1_7_7_240_150_9,"Horror, Adventure, Puzzle, Interactive Fiction, 1980s, Simulation, First-Person, Walking Simulator, Atmospheric, Exploration, Story Rich, Investigation, Singleplayer, Dark Comedy, Funny, America, Comedy, Choices Matter, Emotional, Multiple Endings","Killer Frequency is a first-person horror puzzle game set in 1987, that puts you in the role of a late-night radio talk show host in small town America whose callers are being stalked by a mysterious killer."
Book of Yog Idle RPG,https://store.steampowered.com/app/1097430/Book_of_Yog_Idle_RPG/?snr=1_7_7_240_150_9,"Sexual Content, Anime, Hentai, Hack and Slash, Loot, Strategy, PvP, Idler, Clicker, Visual Novel, Free to Play, Indie, Cute, NSFW, Horror, Nudity, Mature, Deckbuilding, Female Protagonist, Multiplayer","The Book of Yog is a 3D idle RPG game presented with a Cel-Shading art style. You can rally heroes, develop the kingdom and explore the secrets of a lost world. Dozens of heroes, hundreds of skills, thousands of loot for you to combine freely. Come to embark on a journey to build the strongest team!"
It Has My Face,https://store.steampowered.com/app/2506530/It_Has_My_Face/?snr=1_7_7_240_150_9,"Psychological Horror, Action Roguelike, Atmospheric, Singleplayer, Procedural Generation, Multiplayer, Stealth, Roguelite, First-Person, Horror, Survival Horror, Gore, Shooter, Pixel Graphics, Social Deduction, PvP, Psychological, Immersive Sim, Roguelike, FPS","IT HAS YOUR FACE. Now it wants your life. Hide, seek, and try to kill your clone in this deceptively simple first-person horror roguelite."
KinitoPET,https://store.steampowered.com/app/2075070/KinitoPET/?snr=1_7_7_240_150_9,"Psychological Horror, Horror, Indie, Retro, 2D, Immersive Sim, Multiple Endings, Story Rich, 1990's, Artificial Intelligence, Pixel Graphics, Visual Novel, Singleplayer, Linear, Psychological, Conversation, Simulation, Narration, 3D, Casual","KinitoPET is a psychological horror experience that takes place through Kinito, an early 2000s virtual assistant. Kinito is able to walk, talk, browse, adapt, and play games as Kinito is like no other with its adaptive technology!"
Deadzone: Rogue - Operative Pack,https://store.steampowered.com/app/3897660/Deadzone_Rogue__Operative_Pack/?snr=1_7_7_240_150_9,"Roguelike, PvE, Online Co-Op, FPS, Roguelite, Action, Dungeon Crawler, Horror, Looter Shooter, First-Person, Post-apocalyptic, Shooter, Action Roguelike, Atmospheric, Zombies, Sci-fi, Loot, Dark, 3D, Futuristic",No description
SIDE EFFECTS,https://store.steampowered.com/app/3799100/SIDE_EFFECTS/?snr=1_7_7_240_150_9,"Strategy, Gambling, Dark, Horror, 3D, Multiplayer, First-Person, Psychological, Surreal, Indie, Psychological Horror, PvP, PvE, Singleplayer, Turn-Based Tactics, Thriller, Multiple Endings, Co-op",A twisted trial of pill roulette for up to 4 players (solo or online). Pick your poison. Use experimental items to shift the odds. And remember: only one of you can survive.
Waltz of the Wizard,https://store.steampowered.com/app/1094390/Waltz_of_the_Wizard/?snr=1_7_7_240_150_9,"Simulation, Magic, VR, Action, Combat, Atmospheric, Sandbox, Fantasy, Horror, Indie, Action-Adventure, Exploration, Comedy, First-Person, Immersive, Physics, Singleplayer, Dark Fantasy, Dark Humor, Adventure","Waltz of the Wizard is a wizard simulator where you find yourself in a fantastical realm filled with spells, secrets and some pretty strange characters."
Silly Polly Beast,https://store.steampowered.com/app/1598780/Silly_Polly_Beast/?snr=1_7_7_240_150_9,"Female Protagonist, Combat, Survival Horror, Story Rich, Demons, Anime, Shooter, Singleplayer, Dark, Top-Down Shooter, Spectacle fighter, Stylized, Action-Adventure, Drama, Atmospheric, Horror, Adventure, Action, 3D, Gore","An otherworldly, story-driven shooter with aggressive gunfights and terrifying monsters awaits you. This is the story of a girl who, by the will of fate, faced the beast - and in order to become free, she was forced to study its nature. How far can you go in the fight for your freedom?"
DUSK,https://store.steampowered.com/app/519860/DUSK/?snr=1_7_7_240_150_9,"Boomer Shooter, FPS, Retro, Shooter, Fast-Paced, Old School, Horror, First-Person, Great Soundtrack, Lovecraftian, 1990's, Action, Singleplayer, Dark Humor, Classic, Atmospheric, Blood, Arena Shooter, Level Editor, PvP","Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends."
Pacify,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_240_150_9,"Horror, Online Co-Op, Multiplayer, Psychological Horror, Co-op, Survival Horror, Exploration, First-Person, Supernatural, Dark, Sci-fi, Procedural Generation, Demons, Mystery, Action-Adventure, PvE, Thriller, Atmospheric, Adventure, Time Management","There is reportedly an evil inside that house. Something about an old funeral parlor offering a last chance to talk to their dead loved ones. Plus something about lights, laughter, a girl, missing people, etc... You know the same stuff everyone claims. Take a team, and check the place out."
Rising Storm 2: Vietnam,https://store.steampowered.com/app/418460/Rising_Storm_2_Vietnam/?snr=1_7_7_240_150_9,"FPS, Wargame, Military, Cold War, Massively Multiplayer, War, Immersive Sim, PvP, Historical, First-Person, Gore, Horror, Realistic, Team-Based, Action, Vehicular Combat, Simulation, Tactical, Multiplayer, Atmospheric","Red Orchestra Series' take on Vietnam: 64-player MP matches; 20+ maps; US Army & Marines, PAVN/NVA, NLF/VC; Australians and ARVN forces; 50+ weapons; 4 flyable helicopters; mines, traps and tunnels; Brutal. Authentic. Gritty. Character customization. And napalm in the morning."
Unknown,https://store.steampowered.com/app/960990/Beyond_Two_Souls/?snr=1_7_7_240_150_9,Violent,No description
Unheard - Voices of Crime,https://store.steampowered.com/app/942970/Unheard__Voices_of_Crime/?snr=1_7_7_240_150_9,"Detective, Puzzle, Mystery, Indie, RPG, Simulation, Story Rich, Horror, Singleplayer, Atmospheric, Investigation, Point & Click, 2D, Top-Down, Crime, Short, Psychological Horror, Co-op",What if you could hear every word spoken at the scene of a crime? “Acoustic Detectives” wanted for testing our new device! Return aurally to crime scenes and use the voices you hear to identify potential suspects and solve the mysteries. What is it that’s connecting these seemingly unrelated cases?
The Medium,https://store.steampowered.com/app/1293160/The_Medium/?snr=1_7_7_240_150_9,"Adventure, Horror, Female Protagonist, Psychological Horror, Atmospheric, Story Rich, Third Person, Dark, Singleplayer, Sexual Content, Mature, Great Soundtrack, Psychological, Walking Simulator, Violent, Gore, Puzzle, Action, Indie, Soundtrack","A third‑person psychological horror game where you explore both the real world and the spirit realm. As a medium drawn to a deserted resort, you’ll uncover dark secrets, confront echoes of trauma, and face the consequences of seeing more than one truth."
Whisper Mountain Outbreak,https://store.steampowered.com/app/1953230/Whisper_Mountain_Outbreak/?snr=1_7_7_240_150_9,"Early Access, Survival Horror, Online Co-Op, Isometric, 2.5D, Zombies, Tactical, Action Roguelike, Horror, Investigation, PvE, Pixel Graphics, Lovecraftian, Extraction Shooter, Twin Stick Shooter, Top-Down Shooter, Exploration, Puzzle, Co-op, Multiplayer","Escape room meets co-op survival horror. The year is 1998, and an ancient curse has been unleashed, trapping everyone on Mount Bisik. Alone or with up to 4 players, you must explore, find clues, figure out a way to escape...and survive the horror."
Bogos Binted?,https://store.steampowered.com/app/3588490/Bogos_Binted/?snr=1_7_7_240_150_9,"Casual, Multiplayer, Simulation, Strategy, PvP, Card Game, Board Game, Tabletop, FPS, 3D, First-Person, Dark, Funny, Horror, Gambling, Co-op, Online Co-Op, Gore, Puzzle, Party Game","Welcome to a sinful night with the galaxy’s wackiest aliens. Play twisted tabletop games with up to 4 players, devise brilliant strategies, bluff your way to victory, and try not to lose your head - literally."
The Coma 3: Bloodlines,https://store.steampowered.com/app/3885590/The_Coma_3_Bloodlines/?snr=1_7_7_240_150_9,"Adventure, Horror, Action, Survival Horror, Lovecraftian, Action-Adventure, Psychological Horror, 2D, Mystery, Story Rich, Singleplayer, Dark, Exploration, Indie, Gore, Lore-Rich, Puzzle, Survival, Visual Novel, Violent","Welcome to the world of The Coma 3: Bloodlines. In this realm of shadows rumors and urban legends become reality, and danger lurks around every corner. If a living intruder dies here, their body will be severed from their spirit and never wake again ..."
Unknown,https://store.steampowered.com/app/115320/Prototype_2/?snr=1_7_7_240_150_9,"Gore, Violent",No description
Little Goody Two Shoes,https://store.steampowered.com/app/1812370/Little_Goody_Two_Shoes/?snr=1_7_7_240_150_9,"Adventure, Horror, RPG, LGBTQ+, Dating Sim, Exploration, 2D, Choices Matter, Multiple Endings, Female Protagonist, Mystery, Singleplayer, Time Management, Story Rich, Romance, Anime, Controller, 1990's, Resource Management, Puzzle","Venture into the woods as you play Little Goody Two Shoes, a phantasmagorical horror narrative adventure where all your decisions matter!"
