title,steam_url,tags,description
INDUSTRIA,https://store.steampowered.com/app/1172650/INDUSTRIA/?snr=1_7_7_240_150_10,"FPS, Action, Sci-fi, Singleplayer, Dystopian, Atmospheric, Story Rich, Mystery, Shooter, Adventure, Surreal, Female Protagonist, Puzzle, First-Person, Alternate History, Horror, Soundtrack, Robots, Immersive, Indie","Embark on a gripping journey in INDUSTRIA, an atmospheric FPS set in Cold War-era East Berlin. Unravel the secrets of a mysterious parallel dimension while searching for a missing colleague. Explore a haunting reality where the truth awaits. Discover the dark past that lies beyond."
Job Simulator,https://store.steampowered.com/app/448280/Job_Simulator/?snr=1_7_7_240_150_10,"VR, Simulation, Horror, Psychological Horror, Funny, First-Person, Singleplayer, Robots, Comedy, Physics, Memes, Family Friendly, Job Simulator, Casual, Sandbox, Sci-fi, Action, Indie, Atmospheric, Realistic","In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'."
Unknown,https://store.steampowered.com/app/700282/Dead_by_Daylight__A_Nightmare_on_Elm_Street/?snr=1_7_7_240_150_10,"Violent, Gore",No description
Sker Ritual,https://store.steampowered.com/app/1492070/Sker_Ritual/?snr=1_7_7_240_150_10,"Adventure, Co-op, Atmospheric, Action-Adventure, Multiplayer, FPS, Story Rich, Survival, Third-Person Shooter, Zombies, 3D, Survival Horror, Shooter, Online Co-Op, Singleplayer, Horror, First-Person, Action, PvE, Realistic","An intense round-based zombie survival FPS, play solo or co-op. Shoot your way through relentless waves of vicious horrors with high-octane objectives, upgrading steampunk weapons, collecting Celtic God powers, and surviving the onslaught of the Quiet Ones."
Killer Chat! - Original Edition,https://store.steampowered.com/app/3476730/Killer_Chat__Original_Edition/?snr=1_7_7_240_150_10,"Dating Sim, LGBTQ+, Dark, Visual Novel, Horror, Satire, Free to Play, Comedy, Psychological Horror, Dark Humor, Romance, Immersive Sim, Choose Your Own Adventure, Interactive Fiction, RPG, First-Person, Dark Comedy, Simulation, Otome, Casual","Killer Chat! is a satirical serial killer dating chatsim. Play as a (customisable!) writer as you pretend to be a serial killer, get inspiration for your book, fall in love and try not to call the cops through a whirlwind six months with your murderous beau of choice. What could possibly go wrong?"
CULTIC,https://store.steampowered.com/app/1684930/CULTIC/?snr=1_7_7_240_150_10,"Boomer Shooter, FPS, Shooter, Old School, Action, First-Person, Retro, Horror, Gore, 3D, Dark, Violent, Stylized, Pixel Graphics, Indie, Singleplayer, Combat, Physics, PvE, Lovecraftian","Death is only the beginning. Crawl from your grave and gear up to fight your way through the ranks of a mysterious and twisted cult. You, your guns, and your dynamite will have to shoot, slide, blast, duck, dodge, and maybe throw a gib or two to survive in this old-school-inspired shooter."
Unknown,https://store.steampowered.com/app/1250/Killing_Floor/?snr=1_7_7_240_150_10,"Violent, Gore",No description
Ghost Watchers,https://store.steampowered.com/app/1850740/Ghost_Watchers/?snr=1_7_7_240_150_10,"Horror, Co-op, Multiplayer, Survival Horror, Demons, Adventure, Puzzle, First-Person, Action-Adventure, Cinematic, Dark, Realistic, Detective, Online Co-Op, PvE, Team-Based, Nonlinear, VR, Singleplayer, Sexual Content",Ghost Watchers is a co-op online horror game. You will explore and hunt ghosts in abandoned houses
Trombone Champ,https://store.steampowered.com/app/1059990/Trombone_Champ/?snr=1_7_7_240_150_10,"Rhythm, Comedy, Funny, Music, Cute, Cartoon, Casual, Singleplayer, Colorful, Parody, Moddable, Satire, 3D, Memes, Family Friendly, Experimental, Indie, Souls-like, Horror, Difficult","Honk, blow, & toot your way through over 60 songs, collect all 50 unique Tromboner Cards, and uncover the mysteries of the Trombiverse. Do you have what it takes to become the true Trombone Champ?"
Unknown,https://store.steampowered.com/app/1281590/The_Dark_Pictures_Anthology_House_of_Ashes/?snr=1_7_7_240_150_10,,No description
Unknown,https://store.steampowered.com/app/4261920/Hunt_Showdown_1896__The_Madness_of_Montresor/?snr=1_7_7_240_150_10,Gore,No description
Unknown,https://store.steampowered.com/app/581450/Call_of_Duty_Black_Ops_III__Zombies_Chronicles/?snr=1_7_7_240_150_10,"Violent, Gore",No description
Echoes of the Living,https://store.steampowered.com/app/2173460/Echoes_of_the_Living/?snr=1_7_7_240_150_10,"Early Access, Survival Horror, Zombies, Horror, Post-apocalyptic, Dark, Psychological Horror, Action-Adventure, 1990's, Mystery, Shooter, Adventure, Exploration, Inventory Management, Resource Management, Hidden Object, Choices Matter, Action, Gun Customization, Singleplayer","Echoes of the Living is a dark Classic Survival Horror inspired by the greatest hits from the 90's focused on reimagining visual horror, your goal is to make it out alive while uncovering the truth about the incident."
Outlast: Whistleblower DLC,https://store.steampowered.com/app/273300/Outlast_Whistleblower_DLC/?snr=1_7_7_240_150_10,"Horror, Action, Atmospheric, Adventure, Gore, Indie, Survival Horror, First-Person, Singleplayer, Psychological Horror, Survival, Stealth, Dark, Nudity, Blood, Sexual Content, Parkour, Multiplayer, Walking Simulator, FPS",No description
Paranormal Cleanup,https://store.steampowered.com/app/2197890/Paranormal_Cleanup/?snr=1_7_7_240_150_10,"Horror, Online Co-Op, Psychological Horror, Action-Adventure, First-Person, Choices Matter, Stealth, Nonlinear, Survival Horror, Action, Team-Based, Realistic, Demons, Multiplayer, Dark, Collectathon, Procedural Generation, PvE, 3D, Atmospheric",Clock in for the worst cleaning shift of your life: Unclog nasty toilets and scrub ectoplasm in this 1-4 player online co-op survival horror game. Get the job done and don't get caught by the entities hunting you!
Mortal Shell,https://store.steampowered.com/app/1110910/Mortal_Shell/?snr=1_7_7_240_150_10,"Souls-like, Dark Fantasy, Action, RPG, Difficult, Singleplayer, Violent, Action RPG, Third Person, Hack and Slash, Atmospheric, Adventure, Open World, Multiplayer, Indie, Gore, Horror, Sexual Content, Co-op, Nudity","Their Flesh is Your Armor. Mortal Shell is a deep action-RPG that tests your sanity and resilience in a shattered world. Survival demands superior awareness, precision, and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes."
Beacon Pines,https://store.steampowered.com/app/1269640/Beacon_Pines/?snr=1_7_7_240_150_10,"Visual Novel, Story Rich, Emotional, Cozy, Colorful, Exploration, Singleplayer, Interactive Fiction, Horror, Casual, Cute, Relaxing, RPG, Mystery, Atmospheric, Narration, Hand-drawn, Adventure, Action-Adventure, Point & Click","Beacon Pines is a cute and creepy adventure set within a mysterious book. Sneak out late, make new friends, uncover hidden truths, and collect words that will change the course of fate!"
Escape from Yandere,https://store.steampowered.com/app/4081840/Escape_from_Yandere/?snr=1_7_7_240_150_10,"Anime, Horror, Cute, Conversation, Life Sim, Adventure, First-Person, Psychological Horror, Sexual Content, Simulation, Hentai, Violent, Thriller, Singleplayer, Indie, Atmospheric, RPG, Artificial Intelligence, Souls-like","Yandera has locked you in your house and is asking for a declaration of love. You can stay with her or try to escape. Explore the house, but be careful, Yandera can kill you."
Saint Slayer: Spear of Sacrilege,https://store.steampowered.com/app/3695650/Saint_Slayer_Spear_of_Sacrilege/?snr=1_7_7_240_150_10,"Action, Arcade, 2D Platformer, Medieval, Metroidvania, Retro, Side Scroller, 2D, Pixel Graphics, 1980s, 1990's, Alternate History, Dark Fantasy, Dark Humor, Demons, Co-op Campaign, Local Co-Op, Fantasy, Historical, Horror","Saint Slayer is an NES-style 2D action game, featuring loads of stages, enemies, and gore set against the backdrop of late-17th century Europe. Play as the ex-soldier Rudiger and wield the Spear of Sacrilege as you save the Holy Roman Empire from the corrupt Catholic priest Father Pacer."
Withering Rooms,https://store.steampowered.com/app/2006140/Withering_Rooms/?snr=1_7_7_240_150_10,"Horror, Action Roguelike, 2.5D, Mystery, Adventure, Procedural Generation, Female Protagonist, 2D, Stealth, Action, RPG, Souls-like, Singleplayer, Side Scroller, Survival Horror, Dark, Action RPG, Roguelite, Difficult, Atmospheric","Withering Rooms is a challenging 2.5D horror RPG set in a procedurally generated Victorian mansion that changes each night. Explore Mostyn House to collect the perfect items for your build and face a huge cast of overgrown undead, invisible ghosts, devious witches, and more."
Abnormality,https://store.steampowered.com/app/2541890/Abnormality/?snr=1_7_7_240_150_10,"Early Access, Horror, Multiplayer, Psychological Horror, Supernatural, Exploration, First-Person, Co-op, Immersive Sim, Investigation, Puzzle, Atmospheric, Demons, Mystery, Tutorial, 3D, Detective, Conversation, Action, Thriller","Explore abandoned locations, collect paranormal evidence, and survive the wrath of the former residents still haunting them. Team up with up to 3 friends to investigate by day, and hide for your life by night. What begins as an investigation quickly turns into a desperate struggle to stay alive."
Decktamer,https://store.steampowered.com/app/2870340/Decktamer/?snr=1_7_7_240_150_10,"Roguelike Deckbuilder, Card Game, Card Battler, Turn-Based Combat, Creature Collector, Deckbuilding, Strategy, Turn-Based Strategy, Difficult, 2D, Fantasy, Hand-drawn, Controller, Singleplayer, Horror, Roguelike, Lovecraftian, Indie, Anime, Cartoony",Deck-building meets monster catching in this turn-based roguelike. Recruit enemy cards to your party as you dive into the depths of the abyss. Will you kill them or will you tame them?
Project Songbird,https://store.steampowered.com/app/3180410/Project_Songbird/?snr=1_7_7_240_150_10,"Psychological Horror, Story Rich, Cinematic, Psychological, FPS, Walking Simulator, Atmospheric, Surreal, Interactive Fiction, Horror, First-Person, Linear, Perma Death, Action, Survival Horror, Thriller, Adventure, LGBTQ+, Drama, Singleplayer","Project Songbird is a cinematic first-person narrative horror game set in the Appalachian forest. Take on the role of Dakota, a musician who must record their new album in a remote log cabin amidst a writer's block. Take caution, however. These woods were never empty..."
Unknown,https://store.steampowered.com/app/601430/The_Evil_Within_2/?snr=1_7_7_240_150_10,"Gore, Violent",No description
The Sims 3: Supernatural,https://store.steampowered.com/app/223593/The_Sims_3_Supernatural/?snr=1_7_7_240_150_10,"Simulation, Fantasy, Supernatural, Vampire, Werewolves, Zombies, Magic, Funny, Horror",No description
Unknown,https://store.steampowered.com/app/8850/BioShock_2/?snr=1_7_7_240_150_10,,No description
SKALD: Against the Black Priory,https://store.steampowered.com/app/1069160/SKALD_Against_the_Black_Priory/?snr=1_7_7_240_150_10,"Strategy, Singleplayer, Atmospheric, Minimalist, Exploration, Horror, Turn-Based Strategy, Story Rich, Character Customization, Choices Matter, Class-Based, RPG, CRPG, Dark Fantasy, Party-Based RPG, Lovecraftian, Old School, Adventure, Fantasy, Magic","SKALD:Against the Black Priory is a retro-style party-based RPG set in a grim-dark fantasy world of tragic heroes, violent deaths and Lovecraftian horror. Take a chance and roll the dice as you embark on a compelling story filled with deadly creatures, branching story and tactical, turn-based combat"
Obey the Voice™,https://store.steampowered.com/app/3919190/Obey_the_Voice/?snr=1_7_7_240_150_10,"Horror, Adventure, Atmospheric, Dark, Exploration, First-Person, Walking Simulator, 3D, Realistic, Singleplayer, Cinematic, Gore, Indie, Choices Matter, Psychological, Thriller, Psychological Horror, Story Rich, Supernatural, Linear","You are here to listen to The Voice, do what he says. But don't listen to other voices..."
At Dead Of Night,https://store.steampowered.com/app/1450830/At_Dead_Of_Night/?snr=1_7_7_240_150_10,"Survival Horror, Horror, Strategy, Investigation, Supernatural, Point & Click, First-Person, Tactical, Indie, FMV, Gothic, Atmospheric, Mystery, RPG, Story Rich, Real Time Tactics, Cinematic, Co-op, Singleplayer, Multiplayer","At Dead Of Night is part horror film, part horror game and part ghost hunt. It blends live-action and graphics to create a unique immersive horror experience like no other."
PARANOIA PLACE,https://store.steampowered.com/app/1592290/PARANOIA_PLACE/?snr=1_7_7_240_150_10,"Survival Horror, Horror, Puzzle, Survival, Stealth, Perma Death, First-Person, Post-apocalyptic, Psychological Horror, Realistic, Co-op, Demons, Co-op Campaign, Supernatural, Gore, Multiplayer, Online Co-Op, Hunting, Action-Adventure, Singleplayer","PARANOIA PLACE is a 1-4 player online co-op survival horror game. Together or alone, you will need to solve puzzles, find items and run from the bloodthirsty demonic killer."
Unknown,https://store.steampowered.com/app/427190/DEAD_RISING/?snr=1_7_7_240_150_10,"Gore, Nudity",No description
The Anomaly Project,https://store.steampowered.com/app/2960770/The_Anomaly_Project/?snr=1_7_7_240_150_10,"Online Co-Op, Horror, Psychological Horror, Multiplayer, Co-op, First-Person, Psychological, Adventure, Casual, Walking Simulator, Mystery, Exploration, 3D, Atmospheric, Surreal, Choices Matter, Hidden Object, Singleplayer, Indie, Early Access","Your goal is simple, spot anomalies to escape. Play alone or together with up to 8 players in online co-op. Make the right decisions to advance to the next level, or risk being reset to the beginning!"
SUCCUBUS,https://store.steampowered.com/app/985830/SUCCUBUS/?snr=1_7_7_240_150_10,"Sexual Content, Nudity, Mature, Gore, Female Protagonist, Violent, Demons, Action, Horror, Singleplayer, Dark Fantasy, Adventure, First-Person, Atmospheric, Exploration, Survival, Psychological Horror, Survival Horror, Action-Adventure, Psychedelic",Become a demonic priestess of lust and use her unique skills to take revenge on your enemies. Regain your kingdom making hell tremble under your hooves! Leave no one alive if they won't bend the knee.
Pacific Drive: Whispers in the Woods,https://store.steampowered.com/app/3594760/Pacific_Drive_Whispers_in_the_Woods/?snr=1_7_7_240_150_10,"Adventure, Simulation, Indie, Action, Racing, Horror",No description
Unknown,https://store.steampowered.com/app/208200/DOOM_3/?snr=1_7_7_240_150_10,,No description
Unknown,https://store.steampowered.com/app/752590/A_Plague_Tale_Innocence/?snr=1_7_7_240_150_10,Violent,No description
Unknown,https://store.steampowered.com/app/22300/Fallout_3/?snr=1_7_7_240_150_10,,No description
Stay Out,https://store.steampowered.com/app/1180380/Stay_Out/?snr=1_7_7_240_150_10,"Early Access, Free to Play, Shooter, Open World, MMORPG, Third Person, Survival, RPG, Post-apocalyptic, PvP, Action, Multiplayer, Character Customization, Atmospheric, Online Co-Op, Co-op, Horror, Third-Person Shooter, Alternate History, 1990's","Stay Out - is a MMORPG with shooter elements, based on spirit of “stalking” - an urban exploration, searching and exploring mysterious, abandoned and forgotten by humanity pieces of our planet."
Autopsy Simulator,https://store.steampowered.com/app/1283230/Autopsy_Simulator/?snr=1_7_7_240_150_10,"Simulation, Indie, Nudity, Gore, Horror, Medical Sim, Mature, First-Person, Realistic, Psychological Horror, Blood, Singleplayer, Sexual Content, Dark, Story Rich, Atmospheric, Adventure, Crime, Detective","Autopsy Simulator is a first-person horror-sim hybrid where players take on the role of a practice pathologist and study case files, created in collaboration with real-world forensic doctors, to help guide their dissection of anatomically accurate bodies to determine each subject’s cause of death."
Static Dread: The Lighthouse,https://store.steampowered.com/app/3298940/Static_Dread_The_Lighthouse/?snr=1_7_7_240_150_10,"Psychological, Indie, Horror, Singleplayer, Choices Matter, Psychological Horror, Lovecraftian, Story Rich, Atmospheric, Multiple Endings, Dark, First-Person, Simulation, Lore-Rich, Psychedelic, Life Sim, Survival Horror, Visual Novel, Dystopian, Gore","Lovecraft meets Papers, Please. Play as a lighthouse keeper and guide ships safely into the harbor using your radio. Survive the presence of something impossible, and don’t let the shadows consume you!"
Deathground,https://store.steampowered.com/app/1200770/Deathground/?snr=1_7_7_240_150_11,"Early Access, Horror, Dinosaurs, Survival Horror, PvE, Hunting, Stealth, Survival, Hacking, Action-Adventure, First-Person, 3D, Team-Based, Psychological Horror, Action, Thriller, Atmospheric, Crafting, Adventure, Physics","A 1-4 player co-op horror game that throws you into a desperate fight for survival against deadly dinosaurs. Run, hide and work together to complete missions and uncover the secrets buried within the abandoned AEON research facility. Can you and your friends make it out alive?"
The Sinking City Remastered,https://store.steampowered.com/app/750130/The_Sinking_City_Remastered/?snr=1_7_7_240_150_11,"Lovecraftian, Third-Person Shooter, Detective, Story Rich, Horror, Exploration, RPG, Open World, Psychological Horror, Third Person, Action-Adventure, Action RPG, Choices Matter, Conversation, Action, Narration, Atmospheric, Realistic, Adventure, Thriller","Powered by Unreal Engine 5, The Sinking City Remastered brings the eerie, atmospheric world of Oakmont back to life with enhanced gameplay and fully relit environments, perfect for both newcomers and returning players."
Layers of Fear,https://store.steampowered.com/app/1946700/Layers_of_Fear/?snr=1_7_7_240_150_11,"Psychological Horror, Horror, First-Person, Adventure, Story Rich, Psychedelic, Exploration, Atmospheric, Singleplayer, Multiple Endings, Dark, Mystery, Emotional, Immersive, Mature, Puzzle, Narrative, Interactive Fiction, Walking Simulator, Supernatural",The era-defining first-person psychological horror in all its terrifying glory. All of the game’s chapters collected into one convenient package that allows you to plumb the depths of madness in pursuit of artistic revelation.
CHAOS;CHILD,https://store.steampowered.com/app/970570/CHAOSCHILD/?snr=1_7_7_240_150_11,"Visual Novel, Mystery, Anime, Story Rich, Gore, Violent, Psychological Horror, Adventure, Horror, Great Soundtrack, Sci-fi, Multiple Endings, Psychological, Atmospheric, Thriller, Singleplayer, Sexual Content, Science, Nudity, Emotional","From the creators of the critically acclaimed STEINS;GATE comes a sensational new visual novel: CHAOS;CHILD. Set in Shibuya in 2015, a group of high school students who survived an earthquake six years ago find themselves at the center of a new series of bizarre murders in the city."
I'm on Observation Duty 8,https://store.steampowered.com/app/2564960/Im_on_Observation_Duty_8/?snr=1_7_7_240_150_11,"Psychological Horror, Horror, Psychological, Atmospheric, Puzzle, Hidden Object, Point & Click, Logic, 3D Vision, Investigation, Surreal, Supernatural, Mystery, Singleplayer, Illuminati, Indie, Story Rich, 3D, Controller, Clicker",As an employee of a mysterious organization your job is to monitor live surveillance camera footage and spot anomalies using your sharp eyes and good memory. Can you survive the entire night shift or will you succumb into paranoia?
Unknown,https://store.steampowered.com/app/1670870/MADiSON/?snr=1_7_7_240_150_11,,No description
Call of Cthulhu®,https://store.steampowered.com/app/399810/Call_of_Cthulhu/?snr=1_7_7_240_150_11,"Lovecraftian, Horror, Psychological Horror, Detective, Adventure, Atmospheric, Story Rich, Singleplayer, Mystery, First-Person, RPG, Narration, Walking Simulator, Choices Matter, Dark, Stealth, Survival Horror, Gore, Puzzle, Multiplayer","1924. Private Investigator Pierce is sent to look into the tragic death of the Hawkins family. Plunge into a world of creeping madness and cosmic horror. Cryptic clues, shadowy figures, and pure terror bar your way as you fight to retain your sanity and solve an otherworldly mystery."
Nightingale,https://store.steampowered.com/app/1928980/Nightingale/?snr=1_7_7_240_150_11,"Early Access, Open World Survival Craft, Survival, Multiplayer, Open World, Online Co-Op, Building, Crafting, Base Building, Co-op, Exploration, Adventure, RPG, First-Person, Action, Singleplayer, PvE, Fantasy, Realistic, Procedural Generation","Nightingale is an open world survival crafting game, where you’ll adventure across the mysterious and dangerous Fae Realms. As a daring Realmwalker, you’ll defeat monstrous enemies, survive hostile environments, and build elaborate estates in a visually stunning Gaslamp Fantasy world."
Alone in the Dark,https://store.steampowered.com/app/1310410/Alone_in_the_Dark/?snr=1_7_7_240_150_11,"Psychological Horror, Lovecraftian, Horror, Action, Adventure, Noir, Dark, Cinematic, Third Person, Realistic, Detective, Female Protagonist, Mystery, Psychological, Supernatural, Survival Horror, Surreal, Thriller, Combat, Narration","Return to Derceto Manor in this reimagination of Alone in the Dark, a love letter to the 90’s cult classic horror game."
Blood Typers,https://store.steampowered.com/app/2790330/Blood_Typers/?snr=1_7_7_240_150_11,"Survival Horror, Typing, Online Co-Op, Procedural Generation, Co-op Campaign, Word Game, Dark Humor, Old School, Horror, Third Person, Combat, PvE, Exploration, Adventure, Zombies, Psychological Horror, Atmospheric, Inventory Management, Singleplayer, Multiplayer","TYPE TO KILL in this survival horror adventure. Alone or with friends, explore a sprawling cursed film studio as its horror movies bleed into reality. Choose from a roster of characters then plan your escape from this bloody homage to old school horror. But remember... death is just a typo away."
The Bleakest Keep,https://store.steampowered.com/app/3231520/The_Bleakest_Keep/?snr=1_7_7_240_150_11,"Action Roguelike, Action-Adventure, Third-Person Shooter, Souls-like, Roguelike, Hack and Slash, Beat 'em up, Dungeon Crawler, Survival Horror, Dark Fantasy, Medieval, Horror, Arcade, Roguelite, Action, 3D, Third Person, Stylized, Fantasy, Dark","The Bleakest Keep is a challenging action horror roguelike. Survive the horrors of the Keep, upgrade your gear, and earn ranks as you ascend the tower and save the world!"
Spooky's Jump Scare Mansion: HD Renovation,https://store.steampowered.com/app/577690/Spookys_Jump_Scare_Mansion_HD_Renovation/?snr=1_7_7_240_150_11,"Horror, Indie, Adventure, First-Person, Cute, Action, Psychological Horror, Great Soundtrack, Survival Horror, Singleplayer, Atmospheric, VR, Walking Simulator, Funny, Jump Scare, Gore, Multiplayer","Can you survive 1000 rooms of cute terror? Or will you break once the cuteness starts to fade off and you're running for your life from the unspeakable hideous beings that shake and writhe in bowels of this house? They wait for you, they wait and hunger for meeting you."
Climb The Backrooms,https://store.steampowered.com/app/3575300/Climb_The_Backrooms/?snr=1_7_7_240_150_11,"Adventure, Casual, Platformer, Puzzle, 3D Platformer, Puzzle Platformer, 3D, First-Person, Dark, Funny, Horror, Psychological, Supernatural, Linear, Co-op, Multiplayer, Online Co-Op, Gore","Ascend through the twisted levels of the Backrooms using physics-based object manipulation to overcome obstacles, solve mind-bending puzzles, and uncover unsettling secrets. Play solo or team up in online co-op with up to 4 players as you climb higher, think smarter, and survive the unknown."
Zompiercer,https://store.steampowered.com/app/1262460/Zompiercer/?snr=1_7_7_240_150_11,"Early Access, Sandbox, Zombies, FPS, Base Building, Shooter, Post-apocalyptic, Action-Adventure, First-Person, Trains, Action RPG, Open World, 3D, Survival, Horror, Funny, Action, Casual, Agriculture, Stealth","Take control of the train which will become your haven on the rails. Collect resources, craft equipment, construct a cozy house on railway cars, and travel through the carefully handcrafted locations to explore the story of a zombie apocalypse world."
Soul Dossier,https://store.steampowered.com/app/1520470/Soul_Dossier/?snr=1_7_7_240_150_11,"Sexual Content, Nudity, Free to Play, Mature, Hentai, Horror, Multiplayer, Female Protagonist, NSFW, Action, Online Co-Op, Survival, PvP, 3D Platformer, 3D, Massively Multiplayer, Team-Based, Anime, Adventure, Action-Adventure","Soul Dossier is a multiplayer game based on Oriental culture (5vS1). The game is based on a variety of traditional Oriental cultures, including five elements, eight diagrams and folklore."
Unknown,https://store.steampowered.com/app/449800/Attack_on_Titan__AOT_Wings_of_Freedom/?snr=1_7_7_240_150_11,"Gore, Nudity",No description
Dead Space™ 3 Awakened,https://store.steampowered.com/app/1238070/Dead_Space_3_Awakened/?snr=1_7_7_240_150_11,"Action, Gore, Violent, Horror, Co-op",No description
Umineko When They Cry - Question Arcs,https://store.steampowered.com/app/406550/Umineko_When_They_Cry__Question_Arcs/?snr=1_7_7_240_150_11,"Great Soundtrack, Visual Novel, Mystery, Story Rich, Cult Classic, Anime, Horror, Psychological Horror, Fantasy, Atmospheric, Detective, Philosophical, Psychological, Adventure, Magic, Linear, Singleplayer, Dark, Classic, Romance",Umineko When They Cry is the 2nd series of Sound Novel released by 07th Expansion. The steam version features renewed character sprites which is swappable from the classic art.
Duskers,https://store.steampowered.com/app/254320/Duskers/?snr=1_7_7_240_150_11,"Exploration, Typing, Real Time Tactics, Space, Roguelite, Programming, Hacking, Horror, Survival, Puzzle, Roguelike, Difficult, Strategy, 2D, Procedural Generation, Simulation, Nonlinear, Sci-fi, Tactical, Atmospheric",Pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard.
Unknown,https://store.steampowered.com/app/282512/Alien_Isolation__Corporate_Lockdown/?snr=1_7_7_240_150_11,,No description
Unknown,https://store.steampowered.com/app/700280/Dead_by_Daylight__Leatherface/?snr=1_7_7_240_150_11,"Violent, Gore",No description
Unknown,https://store.steampowered.com/app/45740/Dead_Rising_2/?snr=1_7_7_240_150_11,Gore,No description
Unknown,https://store.steampowered.com/app/1622940/Dead_by_Daylight__Terror_Expansion_Pack/?snr=1_7_7_240_150_11,Gore,No description
CHAOS;HEAD NOAH,https://store.steampowered.com/app/1961950/CHAOSHEAD_NOAH/?snr=1_7_7_240_150_11,"Visual Novel, Gore, Story Rich, Anime, Mystery, Adventure, Psychological Horror, Singleplayer, Violent, Horror, Sci-fi, Great Soundtrack, Sexual Content, Atmospheric, Choices Matter, Science, 2D, Romance, Thriller",CHAOS;HEAD NOAH is now available on Steam!
Banishers: Ghosts of New Eden,https://store.steampowered.com/app/1493640/Banishers_Ghosts_of_New_Eden/?snr=1_7_7_240_150_11,"Narration, Third Person, Lore-Rich, Emotional, Atmospheric, Action RPG, Exploration, RPG, Action-Adventure, Choices Matter, Story Rich, Horror, Dark Fantasy, Action, Fantasy, Adventure, Vampire, Cinematic, Supernatural, Singleplayer","Hunt ghosts as two memorable characters in a story-driven Action-RPG where your decisions carry dramatic consequences. Torn between honoring your oath to the living and saving your departed partner, how far will you go for love?"
Pocket Mirror ~ GoldenerTraum,https://store.steampowered.com/app/1899060/Pocket_Mirror__GoldenerTraum/?snr=1_7_7_240_150_11,"Horror, RPG, Adventure, Pixel Graphics, 2D, Puzzle, Anime, Casual, Singleplayer, Female Protagonist, Interactive Fiction, Choose Your Own Adventure, Exploration, CRPG, Atmospheric, Dark Fantasy, Dark, Top-Down, Colorful, Stylized","Delve into the enthralling world of Pocket Mirror ~ GoldenerTraum, the acclaimed RPG Maker gothic horror game that'll take you on a moving journey of self-discovery."
Kathy Rain 2: Soothsayer,https://store.steampowered.com/app/1466390/Kathy_Rain_2_Soothsayer/?snr=1_7_7_240_150_11,"Atmospheric, Investigation, 2D, Mystery, Point & Click, Detective, Puzzle, Horror, Story Rich, Interactive Fiction, Noir, Singleplayer, Adventure, Female Protagonist, Conspiracy, 1990's, Thriller, Retro, Pixel Graphics, Dark","In this point-and-click urban thriller, down-and-out private eye Kathy Rain will embark on her most dangerous case yet — the pursuit of the notorious serial killer known as the Soothsayer. Find clues, gather evidence, connect the dots, and confront the murderer before the hunter becomes the hunted…"
SAS: Zombie Assault 4,https://store.steampowered.com/app/678800/SAS_Zombie_Assault_4/?snr=1_7_7_240_150_11,"Free to Play, Zombies, Multiplayer, Top-Down Shooter, Co-op, Action, Shooter, Top-Down, 2D, Survival, RPG, Singleplayer, Online Co-Op, Horror, Gore, Sci-fi, Violent, Atmospheric, Casual, Twin Stick Shooter","Purge the undead! Intense action-shooter with deep rpg elements, including upgradeable guns and armor, unique class skills, and class special abilities. Entire game can be played single player or as a 4-player online co-op game, including PvP events like Last Man Standing."
Unknown,https://store.steampowered.com/app/3713770/Hunt_Showdown_1896__Cry_of_the_Caged_Bird/?snr=1_7_7_240_150_11,,No description
Spider Roulette,https://store.steampowered.com/app/3900650/Spider_Roulette/?snr=1_7_7_240_150_11,"Party Game, Comedy, Funny, Horror, Gambling, Casual, Psychological Horror, Strategy, Board Game, PvP, Puzzle, Asynchronous Multiplayer, Dark, Card Game, 2D, Cartoon, Drama, Multiplayer, Hidden Object, Cartoony","Spider Roulette is a tense online party game where 2-4 friends take turns flipping cups, trying to avoid finding each other's spiders.."
Fears to Fathom - Carson House,https://store.steampowered.com/app/2120900/Fears_to_Fathom__Carson_House/?snr=1_7_7_240_150_11,"Psychological Horror, Horror, Atmospheric, Episodic, Narration, Adventure, Crime, Story Rich, Exploration, Conversation, Realistic, Walking Simulator, Mystery, Casual, Thriller, Cycling, First-Person, Linear, Singleplayer, Noir","Noah Baker, an 18 year old highschooler experiences unsettling occurrences while house-sitting for a media personality, little did he know what was about to unfold that night."
Choo-Choo Charles,https://store.steampowered.com/app/1766740/ChooChoo_Charles/?snr=1_7_7_240_150_11,"Survival Horror, Horror, Open World, First-Person, Trains, Singleplayer, Shooter, Dark, 3D, Action-Adventure, FPS, Adventure, Atmospheric, Indie, Psychological Horror, Action, Choices Matter, Thriller, Hand-drawn, Sexual Content","Navigate an open-world island in an old train, upgrade it over time, and use it to fight an evil spider train named Charles."
